pupilId,dob
747165,2004-03-15
747173,2006-07-27
747429,2004-09-22
747437,2009-03-16
747438,2006-05-19
747450,2008-05-01
747455,2006-05-22
747464,2009-02-05
747468,2007-11-21
747518,2004-08-24
747549,2009-01-14
747559,2004-01-20
747563,2007-04-09
747570,2009-03-05
747571,2009-04-10
747618,2006-01-04
747623,2006-12-30
747697,2004-05-15
748077,2002-01-17
748130,2006-06-16
748155,2008-08-16
748501,2007-05-14
748504,2007-10-09
748513,2006-10-17
748555,2005-09-09
749079,2005-04-28
749177,2006-10-19
749279,2007-05-04
749282,2008-01-18
749356,2010-01-04
749474,1996-09-15
749476,2008-08-31
749485,2008-09-23
749501,2008-08-25
749600,2004-02-04
749607,2005-06-04
749609,2008-07-16
749612,2008-08-04
749665,2007-08-27
749667,2009-12-01
749668,2007-09-05
749674,2010-05-30
749679,2006-12-30
749680,2008-10-11
749985,2006-05-22
749986,2010-03-29
750016,2004-12-09
750204,2001-08-26
750238,2007-02-22
750289,2007-07-16
750355,2001-04-12
750371,2005-11-17
750396,2005-06-15
750453,2009-04-15
750606,2006-09-04
750646,2008-02-25
750668,2007-10-31
750687,2004-06-23
750691,2008-07-24
751115,2007-03-04
751654,2006-10-18
751951,2009-01-27
751972,2000-03-30
751976,2007-04-17
752141,2005-10-11
752167,2004-01-04
752169,2008-01-09
752173,2004-03-11
752176,2005-01-10
752239,2005-12-08
752241,2007-02-09
752320,2008-03-12
752324,2007-02-03
752329,2005-07-28
752331,2003-01-01
752343,2007-01-09
752362,2007-08-02
752376,2004-08-15
752380,2007-11-02
752442,2007-12-09
753004,2008-06-28
753017,2007-09-07
753022,2007-01-10
754005,2006-03-25
754032,2006-12-20
754237,2007-07-12
754240,2006-11-21
754275,2008-06-08
754278,2005-11-20
755936,2009-02-27
755938,2010-03-12
756275,2008-04-22
756296,2007-07-30
756299,2007-01-06
756363,2009-10-10
756370,2006-04-11
756692,2010-09-21
756830,2009-09-16
756954,2009-08-05
756955,2007-04-17
756970,2009-02-28
757070,2006-05-14
757074,2002-11-09
757994,2007-06-04
758032,2008-09-23
758062,2005-07-06
758075,2008-04-26
758113,2006-07-09
758188,2005-09-02
758189,2009-09-08
758191,2006-10-24
758213,2005-03-01
758259,2009-08-22
758277,2008-05-08
758298,2007-04-26
758318,2002-08-22
758361,2007-06-23
758431,2003-09-01
758453,2006-04-06
758471,2009-09-19
758576,2008-10-08
758628,2010-06-09
758645,2005-05-07
758694,2005-01-28
758739,2008-06-23
759152,2004-12-29
759688,2005-01-14
759815,2010-07-01
759913,2005-02-06
760308,2008-05-04
760338,2007-11-20
760455,2002-04-15
760469,2009-08-14
760557,2006-03-29
760590,2007-08-11
760592,2004-10-18
760599,2005-06-10
760626,2006-10-23
760627,2009-09-05
760629,2007-04-09
760644,2011-06-26
760686,2002-02-05
760694,2005-07-01
760698,2005-07-05
760711,2007-09-28
760712,2008-04-10
760738,2008-07-25
760755,2005-01-29
760776,2005-10-20
760779,2005-08-07
760891,2008-11-13
760893,2008-07-25
760905,2004-03-16
760906,2004-03-16
760918,2004-07-13
760964,2010-06-21
760999,2005-02-27
761001,2005-02-26
761055,2006-07-19
761065,2004-01-20
761127,2006-07-02
761153,2001-11-13
761299,2005-11-12
761314,2008-10-16
761315,2007-02-24
761316,2005-06-16
761419,2003-12-01
761436,2006-05-21
761450,2008-12-18
761478,2009-03-29
761482,2006-06-03
761632,2009-06-26
761670,2004-12-15
761674,2009-02-28
761676,2009-03-24
761768,2009-05-02
761796,2008-04-28
761797,2008-11-03
761798,2004-12-07
761814,2007-06-17
761819,2008-05-23
761822,2006-10-23
761880,2008-05-08
761889,2008-04-24
761897,2007-06-19
761934,2009-11-24
762036,2004-07-05
762041,2008-04-08
762047,2010-08-10
762050,2007-06-24
762054,2008-04-23
762069,2007-07-03
762390,2008-06-13
762519,1999-10-15
762520,2007-07-14
762687,2005-07-08
762820,2009-01-13
762915,2005-06-16
763564,2006-03-26
763573,2008-02-13
763584,2007-02-09
763645,2005-07-26
763675,2003-06-05
763691,2003-01-03
763715,2010-06-14
763739,2005-02-06
763759,2007-07-15
763909,2009-11-19
764336,2007-12-04
764440,2004-12-12
764513,2005-01-19
764644,2006-09-14
764654,2005-02-01
764780,2004-06-22
764929,2003-02-05
764952,2005-01-22
764954,2006-01-07
764955,2007-01-04
765105,2008-10-17
765111,2009-05-06
765160,2010-10-18
765173,2004-03-04
765175,2006-05-28
765178,2010-12-04
765195,2003-06-23
765204,2009-05-24
765209,2010-06-01
765250,2005-05-10
765251,2006-06-17
765339,2005-03-14
765350,2005-07-14
765358,2007-11-27
765423,2008-08-07
765437,2006-10-29
765462,2009-04-11
765468,2010-06-28
765469,2010-06-28
765507,2010-05-09
765517,2008-03-19
765550,2008-10-02
765567,2006-03-16
765648,2005-11-04
765649,2007-06-11
765674,2009-02-25
765675,2008-11-13
765730,2006-06-28
765753,2004-02-12
765760,2008-11-16
765840,2009-12-26
766016,2006-08-22
766053,2006-12-06
766055,2008-09-10
766062,2007-01-25
766064,2008-06-02
766085,2008-04-17
766259,2008-06-16
766270,2010-04-11
766274,2007-01-28
766275,2008-07-04
766368,2007-03-09
766371,2006-12-27
766378,2005-02-27
766385,2004-08-22
766388,2007-02-24
766396,2009-01-02
766403,2004-03-29
766418,2007-11-03
766420,2001-06-28
766422,2008-03-13
766454,2006-07-23
766455,2006-05-15
766529,2009-04-15
766530,2009-04-15
766538,2002-04-26
766565,2007-01-22
766579,2009-09-04
766580,2005-04-07
766596,2007-12-15
766602,2007-07-11
766616,2005-10-01
766620,2006-05-05
766640,2004-11-24
766643,2007-09-04
766657,2006-03-12
766694,2003-09-13
766695,2009-01-28
766815,2009-07-23
766821,2007-03-02
766945,2006-09-23
767015,2005-04-18
767024,2006-07-15
767079,2001-09-21
767086,2007-11-14
767149,2008-10-27
767322,2008-09-21
767324,2008-12-11
767332,2006-09-30
767381,2008-12-22
767549,2008-09-18
767571,2005-06-05
767605,2005-12-21
767654,2002-10-14
767663,2007-07-09
767737,2008-07-04
767760,2005-10-01
767918,2005-06-15
767935,2009-03-15
767978,2007-06-01
768018,2008-02-02
768021,2006-09-01
768035,2007-11-15
768036,2008-07-23
768045,2005-05-04
768065,2006-03-11
768070,2004-02-23
768073,2006-03-01
768075,2006-05-25
768082,2008-09-27
768085,2004-09-23
768094,2010-04-14
768101,2004-08-08
768114,2004-03-17
768124,2005-04-22
768181,2006-09-25
768190,2004-10-06
768206,2008-04-17
768211,2008-11-22
768212,2010-11-24
768221,2010-11-24
768319,2009-12-04
768326,2010-09-21
768416,2010-04-01
768545,2010-02-15
768575,2010-02-26
769012,2008-05-09
769063,2005-10-05
769078,2007-04-27
769080,2006-08-11
769108,2006-07-04
769140,2004-01-22
769216,2008-09-03
769268,2005-06-25
769286,2004-08-02
769290,2007-02-28
769322,2004-04-06
769409,2009-08-04
769580,2009-02-17
769684,2006-07-18
769730,2010-06-12
769742,2004-10-21
769891,2004-02-03
769900,2003-11-02
769921,2007-05-16
769922,2007-04-12
769937,2005-08-02
769939,2005-03-28
770066,2006-07-26
770080,2005-01-05
770082,2007-10-18
770100,2007-09-17
770107,2009-02-13
770111,2008-09-15
770122,2009-06-23
770124,2008-11-17
770125,2005-05-07
770126,2002-04-29
770212,2004-03-07
770219,2005-07-06
770458,2005-02-08
770503,2005-09-27
770523,2007-12-30
770534,2007-03-23
770544,2003-03-28
770931,2006-08-20
770950,2006-09-19
770995,2008-01-26
771332,2003-05-22
771357,2005-12-22
771670,2007-04-24
771715,2008-07-31
771720,2008-09-21
771732,2008-01-06
771742,2005-08-23
771779,2006-11-23
771786,2005-09-23
771792,2003-11-10
771793,2009-03-04
771802,2009-06-26
771806,2009-05-11
771838,2007-05-06
771880,2006-06-25
771881,2010-05-09
771883,2006-10-14
771884,2006-10-14
771892,2009-04-13
771894,2006-12-25
771897,2004-03-19
771942,2004-07-20
771960,2004-01-13
771965,2007-08-29
771966,2008-11-04
771970,2009-06-11
771976,2004-08-25
771978,2004-05-30
772048,2006-08-19
772056,2006-10-14
772091,2010-02-06
772129,2008-10-14
772143,2005-10-19
772145,2001-06-04
772173,2000-06-13
772179,2009-08-23
772269,2008-05-17
772408,2005-09-12
772414,2008-07-25
772432,2005-06-04
772437,2005-10-06
772452,2007-10-01
772462,2006-10-14
772803,2010-05-13
773009,2010-11-04
773014,2003-06-16
773050,2008-06-26
773054,2005-11-18
773062,2009-05-24
773090,2006-11-28
773102,2006-06-11
773113,2006-09-03
773215,2005-01-27
773220,2006-09-01
773223,2008-09-20
773228,2007-12-16
773231,2004-02-21
773234,2010-10-09
773235,2004-02-18
773236,2009-07-16
773237,2009-01-23
773250,2007-11-09
773252,2007-02-04
773260,2004-07-31
773273,2007-07-06
773303,2006-07-05
773330,2010-09-13
773337,2007-05-15
773338,2006-07-31
774288,2008-09-07
774291,2009-11-06
774298,2008-12-05
774300,2009-07-06
774333,2008-04-11
774336,2008-11-14
774357,2007-10-09
774400,2000-03-17
774401,2002-06-26
774405,2009-08-13
774418,2007-02-20
774462,2004-01-02
774511,2004-11-17
774515,2007-06-04
774516,2005-02-16
774524,2004-03-24
774545,2004-01-22
774655,2004-10-03
774664,1999-04-23
774673,2007-10-06
774738,2005-12-17
774740,2001-07-01
774742,2006-07-28
774744,2008-06-16
774745,2007-02-13
774793,2008-05-06
778253,2008-01-18
778262,2008-04-12
778264,2001-09-12
778267,2010-10-07
778301,2006-03-22
778411,2006-10-17
778415,2006-11-08
778490,2007-10-30
778496,2007-09-03
778498,2006-12-09
778539,2005-02-24
778555,2005-10-04
778570,2008-03-03
778613,2007-09-25
778623,2010-12-26
778651,2004-09-25
778700,2004-12-29
778702,2007-06-01
778813,2008-07-12
778831,2010-03-20
778842,2005-03-20
778859,2005-04-18
778878,2007-04-12
778881,2006-10-08
778886,2008-03-22
778944,2009-05-15
778949,2008-08-28
778950,2006-07-20
778989,2006-03-31
778998,2004-08-19
779007,2009-04-22
780089,2007-10-31
780093,2008-04-26
780095,2004-07-16
780132,2010-04-22
780849,2009-05-25
780988,2007-11-09
780993,2006-09-15
781320,2005-11-27
781370,2005-09-06
781377,2006-06-13
781406,2009-04-28
781417,2006-01-08
781594,2006-05-25
781604,2007-07-31
781631,2008-03-24
781634,2007-05-22
781652,2007-08-09
781715,2003-10-25
781718,2009-04-05
781883,2010-09-12
782001,2008-12-10
782007,2007-09-01
782034,2010-09-24
782047,2009-08-06
782052,2002-09-09
782053,2005-06-14
782111,2009-06-04
782116,2008-01-09
782125,2004-11-03
782134,2009-07-27
782140,2008-09-09
782144,2009-08-27
782151,2008-08-03
782152,2008-02-22
782174,2006-09-18
782220,2007-03-28
782222,2008-09-22
782226,2007-09-05
782253,2007-03-12
782275,2007-05-15
782446,2009-08-29
782463,2007-09-30
782466,2007-11-15
782472,2006-03-26
782474,2006-01-10
782522,2007-02-04
782524,2005-08-08
782543,2006-03-06
782560,2007-04-15
782572,2008-06-27
782573,2002-11-13
782615,2009-09-10
782765,2006-11-13
782818,2006-03-27
782874,2004-07-21
782912,2007-10-19
782915,2004-04-15
782916,2005-12-27
782921,2009-10-02
782923,2009-10-02
782925,2007-06-10
782941,2005-06-24
782957,2007-11-28
782994,2005-02-15
783467,2007-05-27
783966,2003-11-21
784054,2006-09-02
784055,2007-01-22
784060,2002-01-10
784120,2007-08-06
784230,2008-06-06
784236,2005-02-19
784306,2007-03-28
784310,2007-03-22
784314,2005-05-04
784319,2005-03-23
784341,2004-04-11
784342,2005-11-15
784570,2007-01-29
784572,2005-04-15
784574,2008-11-24
784578,2007-07-07
784579,2005-07-09
784587,2007-12-18
784590,2009-11-25
784594,2006-10-10
784595,2008-06-27
784610,2008-07-24
784620,2005-05-24
784621,2007-09-08
784682,2007-11-24
784732,2005-05-06
784785,2008-12-06
784786,2006-01-28
784788,2008-01-05
784789,2006-06-24
784794,2006-07-15
784797,2003-04-10
784798,2005-01-26
784802,2006-03-23
785665,2008-12-04
785721,2004-07-18
785876,2004-04-14
785884,2009-03-16
785885,2007-03-23
785935,2005-04-14
786018,2010-02-17
786105,2007-12-06
786112,2006-05-07
786403,2004-09-01
786412,2004-11-27
786413,2009-08-12
786517,2006-06-17
786544,2004-10-08
786548,2009-05-21
786553,2004-03-20
786571,2007-04-06
786633,2008-12-21
786782,2006-03-04
786968,2006-03-05
786985,2007-05-01
787059,2009-08-19
787061,2007-03-04
787068,2009-05-14
787075,2006-01-08
787076,2008-01-27
787087,2007-11-15
787094,2005-10-23
787095,2003-08-19
787109,2009-05-09
787125,2006-07-11
787161,2009-11-13
787162,2003-07-31
787165,2008-09-28
787167,2005-10-03
787171,2006-10-12
787172,2004-08-22
787191,2008-08-30
787194,2008-04-11
787216,2008-01-03
787219,2005-04-08
787221,2009-09-04
787228,2005-09-26
787441,2008-05-02
787472,2008-02-16
787488,2006-05-03
787642,2006-11-03
787752,2009-05-10
787755,2010-02-09
787759,2008-08-28
787769,2004-05-03
787847,2001-07-11
787884,2006-04-06
787921,2009-12-20
787941,2009-04-02
788162,2006-10-09
788170,2011-03-19
788228,2007-06-18
788254,2005-04-05
788344,2003-10-17
788346,2006-06-15
788347,2007-11-17
788352,2010-08-05
788421,2006-09-27
788423,2009-09-09
788426,2009-03-23
788432,2008-07-22
788437,2004-06-15
788499,2008-04-26
788505,2011-02-04
788511,2005-02-07
788512,2006-08-09
788524,2008-06-30
788525,2009-01-21
788526,2006-10-01
788642,2006-11-30
788646,2006-04-28
788647,2003-03-01
788674,2008-12-07
788676,2004-12-21
788707,2005-09-14
788717,2009-07-19
788718,2006-04-21
788724,2003-06-14
788767,2010-02-25
788934,2007-01-18
788981,2007-07-12
789031,2004-11-04
789120,2005-05-07
789131,2005-05-17
789137,2006-07-11
789266,2006-07-22
789368,2006-09-10
789370,2007-12-28
789384,2005-08-18
789456,2006-04-10
789494,2009-06-14
789528,2005-05-24
789607,2010-01-30
789666,2010-06-13
789671,2007-10-26
789723,2004-04-05
789853,2007-10-03
789873,2005-11-22
790058,2007-12-24
790132,2005-04-04
790151,2005-10-19
790203,2008-03-17
790544,2008-10-28
790549,2006-06-15
790550,2007-12-04
790552,2005-04-07
790553,2010-07-02
790560,2005-11-08
790561,2007-08-07
790565,2005-10-24
790570,2004-10-11
790571,2006-09-02
790580,2006-08-15
790587,2007-11-05
790646,2009-12-15
790650,2003-03-10
790670,2009-10-22
790723,2007-03-03
790725,2008-07-09
790730,2005-04-23
790806,2010-02-05
790841,2007-07-31
790885,2008-11-28
790891,2006-06-20
790911,2006-03-31
790974,2011-01-27
790978,2007-05-16
791119,2008-08-04
791130,2005-11-27
791152,2009-09-23
791181,2009-05-15
791335,2008-07-07
791394,2005-09-14
791439,2005-11-23
791450,2006-06-16
791452,2006-03-14
791459,2004-11-23
791482,2006-05-17
791537,2003-06-19
791585,2005-05-05
791593,2007-07-17
791618,2011-03-19
791628,2002-06-21
791639,2007-08-22
791640,2003-11-22
791642,2009-05-18
791653,2009-09-26
791839,2005-12-09
791841,2008-03-14
791859,2008-03-13
792030,2009-04-25
792089,2010-07-15
792093,2005-08-15
792096,2004-07-06
792097,2009-06-29
792118,2004-12-15
792127,2005-05-27
792144,2006-12-24
792154,2009-11-06
792175,2005-05-06
792283,2004-05-01
792356,2000-12-25
792357,2004-06-07
792364,2006-04-04
792384,2002-05-30
792414,2006-05-03
792415,2007-08-21
792433,2006-02-09
792469,2008-12-27
792475,2008-11-19
792492,2008-01-18
792574,2009-04-09
792630,2007-11-22
792642,2004-05-19
792889,2008-04-07
792909,2006-09-01
792951,2003-05-08
793011,2007-08-08
793079,2008-04-08
793123,2009-02-22
793130,2007-03-04
793131,2008-09-24
793133,2006-07-20
793135,2007-02-24
793136,2008-10-21
793142,2011-02-10
793148,2007-05-21
793152,2009-01-14
793153,2005-09-08
793164,2008-08-17
793170,2003-08-08
793187,2007-10-15
793202,2004-06-23
793211,2003-09-22
793214,2005-07-20
793215,2011-05-23
793218,2009-05-31
793222,2006-03-26
793224,2009-03-10
793228,2007-10-12
793255,2006-01-10
793295,2004-12-15
793318,2009-02-04
793342,2005-11-04
793373,2005-11-02
793391,2009-01-03
793398,2004-07-28
793400,2004-07-28
793413,2005-08-27
793486,2004-02-01
793488,2008-08-27
793489,2007-07-27
793517,2004-10-12
793520,2005-08-27
793573,2003-12-13
793626,2008-02-26
793640,2003-11-20
793641,2005-05-17
793644,2006-02-19
793649,2003-10-13
793659,2004-08-25
793660,2003-08-11
793666,2004-12-13
793667,2003-10-17
793674,2005-12-30
793679,2005-11-07
793681,2003-09-03
793686,2007-11-08
793744,2007-07-10
793748,2004-08-15
793749,2007-03-17
793766,2003-04-06
793787,2005-01-10
793792,2008-12-18
793840,2007-12-17
793848,2007-09-12
793849,2006-10-18
793884,2007-08-06
793891,2009-08-22
793894,2003-04-23
793909,2007-12-17
793932,2002-09-15
794104,2008-11-30
803203,2007-01-14
804832,2005-08-11
804843,2004-09-13
804848,2007-08-31
804862,2009-09-18
804868,2007-11-29
804875,2005-09-19
804879,2010-03-18
804889,2005-07-14
804922,2009-09-27
804925,2003-06-20
804933,2006-10-05
804934,2000-08-30
804937,2001-08-16
804985,2010-03-17
804986,2006-08-25
805004,2008-01-04
805055,2007-05-30
805064,2008-08-16
805074,2008-03-09
805120,2008-12-09
805126,2005-12-02
805211,2005-04-04
805225,2004-11-15
805275,2008-09-22
805279,2006-10-30
805319,2006-05-25
805349,2007-12-09
805351,2008-11-28
805410,2006-01-27
805451,2009-07-10
805452,2009-02-16
805455,2010-06-27
805516,2004-07-17
805586,2004-10-29
805597,2006-04-26
805600,2003-04-13
805645,2008-02-05
805655,2008-08-01
805681,2009-08-24
805732,2005-05-01
805735,2003-10-09
805930,2008-04-25
806407,2004-08-25
806466,2009-08-26
806521,2010-07-22
806568,2009-12-17
807194,2009-03-15
807522,2004-08-27
807561,2006-07-06
807573,2008-05-13
807655,2007-06-18
808257,2008-07-07
808477,2007-07-09
808480,2009-06-06
808490,2008-04-19
808495,2008-03-15
808571,2006-07-05
808577,2008-12-31
808648,2008-01-21
808665,2004-11-09
808699,2008-09-15
808744,2006-08-18
808830,2003-08-28
808878,2008-08-04
808887,2006-03-14
808893,2005-09-15
808901,2009-11-02
808925,2011-02-26
809057,2006-01-01
809095,2010-10-02
809101,2007-05-26
809103,2003-04-14
809105,2009-11-04
809106,2005-05-09
809152,2009-03-21
809168,2009-05-31
809180,2008-12-29
809213,2007-09-05
809218,2007-01-16
809222,2008-01-17
809225,2008-09-26
809228,2003-10-16
809240,2006-05-14
809270,2010-04-29
809273,2003-10-18
809285,2010-09-10
809293,2005-03-06
809295,2008-05-24
809308,2007-09-17
809322,2003-02-07
809333,2006-09-19
809361,2005-03-04
809379,2009-04-21
809613,2008-03-23
809636,2008-09-20
809681,2006-09-19
809687,2008-09-18
809700,2005-01-14
809714,2009-01-18
812211,2003-09-18
812640,2007-05-26
814066,2004-10-07
815209,2009-05-25
815210,2010-03-11
815464,2003-10-24
816553,2004-12-02
819047,2007-02-22
820355,2003-07-11
825618,2009-12-23
827130,2007-01-08
827174,2007-11-13
827216,2005-07-23
827220,2003-04-16
827231,2003-12-05
827232,2006-01-11
827234,2008-04-13
827237,2007-10-04
827241,2008-09-18
827268,2010-11-24
827278,2005-08-14
827297,2006-12-29
829243,2008-12-02
830085,2010-03-06
830136,2006-01-02
830141,2008-04-05
830155,2004-07-29
830176,2007-09-15
831105,2005-08-08
831288,2004-06-11
831294,2006-12-22
831299,2007-11-25
831554,2008-11-04
832060,2007-03-28
832329,2005-03-28
832351,2003-01-05
832352,2004-12-02
832353,2007-04-20
840631,2005-05-23
840634,2006-08-01
840645,2007-06-25
840648,2009-03-08
840659,2009-11-12
840679,2008-07-04
840683,2005-07-02
840691,2006-11-03
840712,2007-08-13
841589,2008-03-18
843547,2007-04-16
843548,2009-02-28
851216,2008-10-15
851218,2004-12-08
851229,2009-02-10
851333,2009-04-21
851340,2007-05-17
851352,2010-09-01
851357,2007-06-24
851358,2010-05-14
851359,2004-08-29
851361,2004-01-07
851372,2007-12-31
851380,2006-05-01
851382,2002-12-10
851587,2009-08-09
851609,2003-01-01
851617,2008-08-12
851773,2007-03-03
856295,2008-09-26
856979,2006-09-03
858926,2004-10-10
861103,2009-03-11
861107,2006-12-11
861408,2006-04-10
861482,2006-05-17
861497,2007-01-29
861498,2007-06-23
861500,2004-07-18
861577,2008-05-13
861687,2005-02-15
861764,2008-02-24
861772,2009-09-04
861811,2003-10-22
861939,2006-10-21
862018,2008-12-08
862024,2006-10-29
862028,2006-10-29
862194,2008-10-20
862203,2011-02-10
862204,2007-02-24
862240,2005-07-12
862540,2005-06-13
863518,2007-03-15
864011,2007-03-30
864030,2007-08-11
864037,2007-11-20
864038,2009-02-23
874050,2007-02-24
881083,2009-09-08
881084,2009-07-15
881283,2009-02-04
881564,2009-08-04
881791,2009-11-05
881807,2004-09-08
881808,2009-08-27
881837,2005-06-26
881897,2007-05-01
881911,2005-11-25
892466,2001-12-05
892489,2009-07-17
892533,2008-10-15
893204,2007-02-11
896400,2006-08-19
896940,2009-05-20
897062,2006-04-17
897079,2008-03-19
897085,2006-09-28
897109,2003-10-01
898116,2005-08-24
898170,2009-05-03
898330,2004-12-04
898340,2005-09-27
898745,2005-11-13
898751,2005-05-07
899166,2009-12-17
900797,2007-07-20
900897,2007-12-27
902354,2005-04-08
903254,2007-06-03
903262,2005-06-22
903269,2009-09-27
903339,2009-07-01
903365,2008-09-13
903384,2008-12-16
903418,2004-07-17
903421,2005-11-05
903442,2008-12-14
903444,2008-07-12
903523,2008-10-23
903709,2002-05-20
905738,2002-12-01
906081,2006-05-07
906082,2007-09-10
906086,2005-01-19
906361,2006-08-21
906394,2007-07-15
906524,2010-04-25
906839,2005-04-18
907521,2003-08-05
907568,2008-08-16
907571,2010-03-14
907921,2010-12-24
907924,2008-10-14
908181,2006-03-13
908190,2009-05-25
908302,2003-05-02
908309,2001-04-12
908313,2007-12-05
908314,2009-09-08
908317,2005-03-10
908333,2009-03-09
908338,2009-12-07
908343,2005-10-19
908344,2007-03-01
908346,2005-08-14
908347,2007-07-16
908359,2010-01-08
908365,2006-02-22
908920,2009-11-30
909184,2009-01-17
909213,2007-11-06
909256,2009-12-29
909261,2007-05-16
909263,2009-08-13
909267,2005-07-11
909521,2005-09-27
909526,2004-11-07
909627,2007-06-08
909637,2007-11-02
909638,2005-08-08
909668,2009-01-20
909683,2006-08-02
909690,2008-09-29
909714,2007-03-01
909758,2009-02-08
909762,2008-07-17
909859,2004-05-28
909866,2006-05-04
910464,2008-01-04
910483,2005-10-05
910786,2008-09-26
910873,2002-05-14
910877,2005-02-07
910888,2008-10-19
911183,2007-01-27
911184,2004-03-20
911203,2003-01-18
911268,2006-12-18
911308,2009-09-15
911315,2001-01-18
911318,2009-12-04
911327,2007-05-06
911330,2008-01-02
911332,2009-06-13
911337,2008-10-08
911368,2008-03-22
911371,2008-07-15
911540,2010-01-30
911582,2008-04-12
911666,2011-02-04
911669,2005-11-02
911755,2004-04-23
911758,2009-04-18
911767,2010-10-15
912040,2008-09-22
912072,2004-08-19
912079,2003-07-01
912082,2007-10-17
912145,2009-02-23
912557,2011-02-16
912565,2007-06-22
912574,2006-06-17
912618,2008-06-16
912895,2006-08-09
912897,2009-05-06
912900,2005-06-26
912912,2009-04-03
912920,2006-01-10
912921,2008-03-08
912923,2008-04-30
912932,2008-12-05
912942,2009-07-01
912955,2009-03-25
912956,2006-05-08
912964,2010-06-09
912966,2006-06-19
912969,2004-02-04
912976,2006-07-01
912977,2008-05-12
913402,2009-11-17
913407,2007-07-06
913410,2007-11-14
913421,2008-03-21
913446,2009-05-29
913648,2008-05-02
913671,2003-12-23
913759,2006-07-09
913764,2002-11-06
913765,2006-11-01
913766,2009-06-26
913770,2006-11-07
913773,2009-07-01
913880,2006-09-16
913890,2005-01-24
913902,2002-05-24
913908,2010-06-25
913916,2007-06-08
913919,2006-01-27
913931,2010-03-09
913990,2008-05-15
914702,2007-08-11
914710,2006-06-03
914791,2004-12-06
914823,2006-04-09
915035,2007-08-19
915036,2010-01-20
915067,2005-07-08
915126,2007-06-25
915130,2008-10-07
915132,2009-12-29
915135,2007-08-08
915136,2009-03-14
915138,2006-06-01
915139,2009-01-03
915159,2006-03-30
915161,2009-09-28
915162,2006-09-25
915169,2008-09-05
915187,2006-05-02
915207,2009-05-20
915221,2005-04-18
915241,2005-11-03
915247,2007-01-28
915324,2004-09-30
915343,2002-08-13
915345,2005-04-01
915349,2005-02-03
915416,2004-08-02
915419,2006-03-26
915443,2007-11-20
915695,2007-07-28
915943,2004-01-27
915947,2007-02-01
915950,2005-03-01
915961,2007-08-16
915968,2003-09-10
915984,2009-05-25
915989,2009-04-07
915990,2008-08-16
915991,2002-10-09
915996,2006-06-27
916015,2009-11-27
916039,2005-12-02
916050,2007-09-15
916054,2010-07-15
916058,2006-06-22
916073,2011-04-08
916082,2010-02-28
916085,2009-08-11
916087,2006-01-25
916088,2007-11-06
916089,2004-11-30
916107,2007-01-01
916933,2008-08-31
916939,2006-04-29
916940,2010-01-16
916946,2008-11-27
916949,2008-07-09
916969,2009-07-23
916971,2002-08-20
917000,2007-04-11
917004,2010-01-02
917007,2009-04-25
917017,2007-11-06
917024,2003-09-09
917025,2006-01-19
917046,2008-06-04
917050,2007-04-15
917051,2006-12-31
917114,2007-01-17
917142,2004-11-11
917148,2005-12-05
917217,2008-07-05
917225,2011-02-25
917234,2008-06-24
917246,2009-12-08
917250,2007-09-29
917269,2001-08-14
917272,2008-02-23
917276,2009-05-01
917284,2011-02-08
917303,2008-07-17
917304,2009-01-29
917341,2008-07-22
917350,2006-08-27
917359,2006-01-26
917488,2010-05-15
917506,2008-04-04
917507,2006-12-22
917668,2010-08-28
917676,2009-06-03
917769,2009-06-30
917785,2008-03-23
917813,2007-01-30
917869,2007-05-29
917870,2009-10-14
917903,2006-07-02
918248,2005-07-15
918249,2007-12-11
918252,2007-04-16
918254,2007-08-10
918266,2007-01-14
918272,2008-04-09
918275,2008-09-25
918282,2004-02-02
918327,2007-12-20
918346,2007-05-25
918352,2008-12-15
918432,2006-01-06
918436,2006-12-16
918451,2002-05-23
918548,2005-06-29
918551,2006-04-16
918579,2009-07-14
918584,2010-05-05
918586,2010-06-22
918593,2004-03-10
918605,2006-05-15
918872,2006-12-06
918887,2008-01-17
918888,2009-03-27
918889,2006-11-18
918952,2005-09-14
918976,2009-05-13
918978,2006-03-31
918983,2004-03-30
918984,2008-12-26
919002,2009-06-23
919012,2005-08-30
919409,2007-12-27
919869,2009-11-27
919901,2008-04-30
919903,2004-07-07
920862,2002-07-26
920863,2006-04-16
920864,2008-11-21
920878,2007-08-12
920948,2003-07-11
920954,2007-11-28
921029,2009-10-20
921048,2005-11-12
921054,2007-12-22
921056,2005-11-12
921060,2004-10-22
921082,2007-07-12
921102,2009-06-20
921145,2009-06-11
921288,2008-12-14
921393,2009-06-20
921395,2008-12-19
921396,2007-05-13
921414,2006-12-31
921418,2009-04-10
921494,2006-07-31
922255,2008-05-31
922310,2007-05-30
922341,2006-08-19
922553,2008-06-26
922557,2006-10-02
922615,2002-04-15
922718,2004-10-26
922721,2007-06-11
922723,2004-12-25
922724,2010-01-21
922725,2006-10-13
922727,2004-04-30
922731,2003-05-11
922732,2008-12-10
922750,2007-09-08
922768,2009-09-17
922771,2007-12-01
922822,2010-10-05
922826,2007-12-11
922828,2006-04-23
922829,2008-03-13
922838,2009-06-07
922839,2005-12-22
922841,2009-02-12
922843,2005-08-04
922844,2007-04-19
922845,2008-10-01
922850,2005-12-22
922876,2009-07-09
922894,2007-11-18
922898,2002-10-19
922901,2009-06-20
923434,2004-05-25
924496,2005-07-14
924529,2005-04-11
